questionUid,sourceJsPath,questionId,standardUnitKey,questionType,primaryStatus,answer,correctAnswerCount,noAnswerFlag,undeclaredMultiAnswerFlag,questionSolutionMismatchFlag,sourceReviewFlag,notes
qid_v1_d6388c845e85e6fe866bb419997799808f37459ca829e723e4fefd9d31b4c15a,archive/exams/original/high/h1/2mid/22_순천여고_2학기_중간_고1_기출.js,6,H15-SB-02,객관식,VALID,⑤,1,false,false,false,false,no residual structural triage flags
qid_v1_6a655cd33146be258b38450cc26d378ea05d9708b5a08e2e1eddaddda4c86437,archive/exams/original/high/h1/2mid/22_순천여고_2학기_중간_고1_기출.js,10,H15-SB-02,객관식,VALID,①,1,false,false,false,false,no residual structural triage flags
qid_v1_60544038f3534e5fda75e2448296b32c8f9f8580c7ee8723296f8e0367490f1d,archive/exams/original/high/h1/2mid/22_순천여고_2학기_중간_고1_기출.js,12,H15-SB-02,객관식,VALID,⑤,1,false,false,false,false,no residual structural triage flags
qid_v1_cc7fca272184a8ef6a73f9251e09d8f0c2eee6fdc8d02cb4ef295fafbe5a5108,archive/exams/original/high/h1/2mid/22_순천여고_2학기_중간_고1_기출.js,13,H15-SB-02,객관식,VALID,②,1,false,false,false,false,no residual structural triage flags
qid_v1_cb224a6fae4837a3f4f86182336b7a8a18c398ad97c4c3e1f56027901ffe8877,archive/exams/original/high/h1/2mid/22_순천여고_2학기_중간_고1_기출.js,15,H15-SB-02,객관식,VALID,②,1,false,false,false,false,no residual structural triage flags
qid_v1_ad87ae990aadc922029120c4adc8bceeb9e2db6393aae2917271f0971d6e3708,archive/exams/original/high/h1/2mid/22_순천여고_2학기_중간_고1_기출.js,21,H15-SB-02,서술형,VALID,(1) 모든 실수 $x$에 대하여 $x^2-6x+k\ge0$이다. (2) $9$,1,false,false,false,false,no residual structural triage flags
qid_v1_039606aa64c6d557be981e80400c90990c157340fdde6c5bec9ad3424e783336,archive/exams/original/high/h1/2mid/22_제일고_2학기_중간_고1_기출.js,2,H15-SB-02,객관식,VALID,①,1,false,false,false,false,no residual structural triage flags
qid_v1_2d59d02bd284a6b41a2a00caa6e99cb80586f2dcf824646b9ea06c39470aa3fa,archive/exams/original/high/h1/2mid/22_제일고_2학기_중간_고1_기출.js,4,H15-SB-02,객관식,VALID,②,1,false,false,false,false,no residual structural triage flags
qid_v1_253ad9678cefbbd5d07405cee3abe433e49bf3c54e0d1a66f25edd086104eee8,archive/exams/original/high/h1/2mid/22_제일고_2학기_중간_고1_기출.js,10,H15-SB-02,객관식,VALID,④,1,false,false,false,false,no residual structural triage flags
qid_v1_2729cbc8787c41a73a50511ca43230858131ab49819f7b7073f73026ddf9c32d,archive/exams/original/high/h1/2mid/22_제일고_2학기_중간_고1_기출.js,14,H15-SB-02,객관식,VALID,③,1,false,false,false,false,no residual structural triage flags
qid_v1_95a0ce8732d5e3615d5773cedd3030d0a18969a7f9384a11e2a0371bc2cbbb01,archive/exams/original/high/h1/2mid/22_제일고_2학기_중간_고1_기출.js,21,H15-SB-02,서술형,VALID,증명,1,false,false,false,false,no residual structural triage flags
qid_v1_1ead054f3ec5beae01b856e48e15efa33a3b80d723e977b324392042353bae27,archive/exams/original/high/h1/2mid/22_제일고_2학기_중간_고1_기출.js,22,H15-SB-02,서술형,VALID,증명,1,false,false,false,false,no residual structural triage flags
qid_v1_37706a49ed48b29db044b46d615f2125b08f29903b130f37384baffb3461e745,archive/exams/original/high/h1/2mid/22_팔마고_2학기_중간_고1_기출.js,2,H15-SB-02,객관식,VALID,⑤,1,false,false,false,false,no residual structural triage flags
qid_v1_9305239cca6bc3a6b9ccbd8fab51b563dcd784c0b5068b71bc8c26d912566077,archive/exams/original/high/h1/2mid/22_팔마고_2학기_중간_고1_기출.js,3,H15-SB-02,객관식,VALID,②,1,false,false,false,false,no residual structural triage flags
qid_v1_cf7e352f03f64cd57f46fd12fd599e545aad65438b2c371b633f4d64e55a5c96,archive/exams/original/high/h1/2mid/22_팔마고_2학기_중간_고1_기출.js,8,H15-SB-02,객관식,VALID,②,1,false,false,false,false,no residual structural triage flags
qid_v1_ff5cf49e673811cc5188127341e9646b441818d8e056fd5ad0c79b530f70516a,archive/exams/original/high/h1/2mid/22_팔마고_2학기_중간_고1_기출.js,9,H15-SB-02,객관식,VALID,"③, ⑤",2,false,false,false,false,no residual structural triage flags
qid_v1_9cc732c8c9821a9f795bbc157b75626ab298d0938e4da0e81faaa5731836f2cd,archive/exams/original/high/h1/2mid/22_팔마고_2학기_중간_고1_기출.js,15,H15-SB-02,객관식,VALID,④,1,false,false,false,false,no residual structural triage flags
qid_v1_c589cfcfbbc6c50f081dd2aea0803866b2f38fe05f0145ccfca0bfc43c5306f3,archive/exams/original/high/h1/2mid/22_팔마고_2학기_중간_고1_기출.js,21,H15-SB-02,서술형,VALID,$50$,1,false,false,false,false,no residual structural triage flags
qid_v1_93c95c120715d58174061d88bdbd6c9ffb4e6e368930f86b4b2d27827aafbd52,archive/exams/original/high/h1/2mid/22_효천고_2학기_중간_고1_기출.js,2,H15-SB-02,객관식,VALID,②,1,false,false,false,false,no residual structural triage flags
qid_v1_59258c0e80e945ba4c3f994e9e32d638900930072f276be8e70fdf60b53649e1,archive/exams/original/high/h1/2mid/22_효천고_2학기_중간_고1_기출.js,5,H15-SB-02,객관식,VALID,④,1,false,false,false,false,no residual structural triage flags
qid_v1_983a3ef2e52a23406961ee17bfc43b273040e8d9459097fb15a57d4a0aa5ae66,archive/exams/original/high/h1/2mid/22_효천고_2학기_중간_고1_기출.js,9,H15-SB-02,객관식,STEM_MINIMAL_FIX,⑤,1,false,false,false,false,"extra nonempty-Q stem condition removed; solution rewritten with the U={1,2,3} counterexample"
qid_v1_2d0d2b6f018640172f7e6bba6d0544ed3836bd7e5f7efde204ad806980019e79,archive/exams/original/high/h1/2mid/22_효천고_2학기_중간_고1_기출.js,14,H15-SB-02,객관식,VALID,③,1,false,false,false,false,no residual structural triage flags
qid_v1_eec314dafcfac934e1bee4ac5106570ced5b642e3276d952c97007241399e8b0,archive/exams/original/high/h1/2mid/22_효천고_2학기_중간_고1_기출.js,15,H15-SB-02,객관식,VALID,⑤,1,false,false,false,false,no residual structural triage flags
qid_v1_14679c2b7777eb4a6d30d1ed4595b1ec3fd3d60265df2ea95426ae8696db80df,archive/exams/original/high/h1/2mid/22_효천고_2학기_중간_고1_기출.js,20,H15-SB-02,서술형,VALID,증명,1,false,false,false,false,no residual structural triage flags
qid_v1_baef3646e5efd3927bcf1699f2fe2eaf89e57ed4a7d2ca668206032a8ebde7a0,archive/exams/original/high/h1/2mid/23_강남여고_2학기_중간_고1_기출.js,5,H15-SB-02,객관식,VALID,③,1,false,false,false,false,no residual structural triage flags
qid_v1_3924d8e52b7a04d2cb308ab0eb76d6099d82265c43845a03e8cf14f77129a21c,archive/exams/original/high/h1/2mid/23_강남여고_2학기_중간_고1_기출.js,6,H15-SB-02,객관식,VALID,②,1,false,false,false,false,no residual structural triage flags
qid_v1_260f7176c5c25f96101f10984686b8442644dd98244769d22f279a83061e99d1,archive/exams/original/high/h1/2mid/23_강남여고_2학기_중간_고1_기출.js,11,H15-SB-02,객관식,VALID,④,1,false,false,false,false,no residual structural triage flags
qid_v1_379129a946af81a7f8a6eba3a915b178ba1c70828a1927edaa7b499bab9a1da3,archive/exams/original/high/h1/2mid/23_강남여고_2학기_중간_고1_기출.js,12,H15-SB-02,객관식,VALID,③,1,false,false,false,false,no residual structural triage flags
qid_v1_5c25b0c510591813a45392d5ecb21dad4195e9259caa6053732d592a71262e44,archive/exams/original/high/h1/2mid/23_강남여고_2학기_중간_고1_기출.js,13,H15-SB-02,객관식,VALID,②,1,false,false,false,false,no residual structural triage flags
qid_v1_eeaae8329366ce661ae678ca266009f5e7b4c5b334127a25ecbbf37a53a8af69,archive/exams/original/high/h1/2mid/23_강남여고_2학기_중간_고1_기출.js,17,H15-SB-02,객관식,VALID,⑤,1,false,false,false,false,no residual structural triage flags
qid_v1_736455bfe3e6baf525d4e026de1512765c55dc60382c68fff0295fd21355f205,archive/exams/original/high/h1/2mid/23_강남여고_2학기_중간_고1_기출.js,21,H15-SB-02,서술형,VALID,$14$,1,false,false,false,false,no residual structural triage flags
qid_v1_87f1bea41f1a83d605b99608f6287b3b5cc3a39c4797f98a6b01a8d1a9536dd2,archive/exams/original/high/h1/2mid/23_강남여고_2학기_중간_고1_기출.js,24,H15-SB-02,서술형,VALID,"최솟값 $3$, $x^2=\dfrac43$",1,false,false,false,false,no residual structural triage flags
qid_v1_5307d4b131cb70acde297c4af9f70344e04f1d940a87fa8f63e7a53720e01892,archive/exams/original/high/h1/2mid/23_금당고_2학기_중간_고1_기출.js,5,H15-SB-02,객관식,VALID,⑤,1,false,false,false,false,no residual structural triage flags
qid_v1_a2f4cba605a79c246cbc6547d8e5a7bdb5e7f3110e4d43d9b95acb0d6156d457,archive/exams/original/high/h1/2mid/23_금당고_2학기_중간_고1_기출.js,6,H15-SB-02,객관식,VALID,②,1,false,false,false,false,no residual structural triage flags
qid_v1_4549587da535640dae8309d14ef8884b0776e895678cd1f359ddba055ecb6a52,archive/exams/original/high/h1/2mid/23_금당고_2학기_중간_고1_기출.js,10,H15-SB-02,객관식,VALID,①,1,false,false,false,false,no residual structural triage flags
qid_v1_450ebb0dfeb7c4dc2104f56cecca853dfe187c40b6fa7e93414ce9a5baed4fe3,archive/exams/original/high/h1/2mid/23_금당고_2학기_중간_고1_기출.js,11,H15-SB-02,객관식,VALID,③,1,false,false,false,false,no residual structural triage flags
qid_v1_87d5b8bdceaab6bd7d739d83a2a04bc789cf03c1e6f72a5280d69838c0830a06,archive/exams/original/high/h1/2mid/23_금당고_2학기_중간_고1_기출.js,14,H15-SB-02,객관식,VALID,④,1,false,false,false,false,no residual structural triage flags
qid_v1_d5ad9938185be9cb1d1059decc38d62a5f2d3b646a5a24f0ca653777d2f75783,archive/exams/original/high/h1/2mid/23_금당고_2학기_중간_고1_기출.js,20,H15-SB-02,서술형,VALID,$9$,1,false,false,false,false,no residual structural triage flags
qid_v1_911818fe0fb61e3fc3ffbe100dbf5cfef6258beba83bac1be5a0c2a73647278d,archive/exams/original/high/h1/2mid/23_매산여고_2학기_중간_고1_기출.js,6,H15-SB-02,객관식,VALID,④,1,false,false,false,false,no residual structural triage flags
qid_v1_47a0ef4a2ab6415f17faaa680e27b7f6522039e0708e0dad630da5be698b3827,archive/exams/original/high/h1/2mid/23_매산여고_2학기_중간_고1_기출.js,7,H15-SB-02,객관식,VALID,⑤,1,false,false,false,false,no residual structural triage flags
qid_v1_e0f022e93c31797721efc4d1a3926a6c82d2e0fdccf5a60cec7ebaa55c9607c2,archive/exams/original/high/h1/2mid/23_매산여고_2학기_중간_고1_기출.js,8,H15-SB-02,객관식,VALID,②,1,false,false,false,false,no residual structural triage flags
qid_v1_efb6cca42aca1167244579b914f0f6718f2759bcf42b3d57f56e8ff244dc9576,archive/exams/original/high/h1/2mid/23_매산여고_2학기_중간_고1_기출.js,9,H15-SB-02,객관식,VALID,③,1,false,false,false,false,no residual structural triage flags
qid_v1_7078357b49c768159f178e90a53ce3b0ac81cb7de1cb53aeb699140e783fbd1f,archive/exams/original/high/h1/2mid/23_매산여고_2학기_중간_고1_기출.js,10,H15-SB-02,객관식,VALID,①,1,false,false,false,false,no residual structural triage flags
qid_v1_49cea953514d76594224be1f7475b82ec0eea435ce0571952289436cc2be1f78,archive/exams/original/high/h1/2mid/23_매산여고_2학기_중간_고1_기출.js,17,H15-SB-02,객관식,VALID,③,1,false,false,false,false,no residual structural triage flags
qid_v1_560232f7a408547fd4d72d8dc6789509cc2febdfa66c65aab9c47eb5c6ada8b0,archive/exams/original/high/h1/2mid/23_매산여고_2학기_중간_고1_기출.js,19,H15-SB-02,단답형,VALID,$18$,1,false,false,false,false,no residual structural triage flags
qid_v1_c6c555c33d5bd01b892722d1f60c1fdbb5f5f324a21215df8cb6d2b00c465ae7,archive/exams/original/high/h1/2mid/23_매산여고_2학기_중간_고1_기출.js,22,H15-SB-02,서술형,VALID,(1) 모든 실수 $x$에 대하여 $x^2-6x+a\ge0$이다. (2) $a\ge9$,1,false,false,false,false,no residual structural triage flags
qid_v1_8b0dc2a9563f5f79291dc462115a8de855d2a6b3fdd0943125e5d203517bfa98,archive/exams/original/high/h1/2mid/23_매산여고_2학기_중간_고1_기출.js,23,H15-SB-02,서술형,VALID,증명,1,false,false,false,false,no residual structural triage flags
qid_v1_36f5ad2748d7514eaf58e496d2b42b784b015cf9783cda0f8b1b9ce48ce7e51b,archive/exams/original/high/h1/2mid/23_순천여고_2학기_중간_고1_기출.js,5,H15-SB-02,객관식,VALID,②,1,false,false,false,false,no residual structural triage flags
qid_v1_a237aa58be3270c16fa2a668cd861fd3190d15eea341c2e21d2bb9ec01df042d,archive/exams/original/high/h1/2mid/23_순천여고_2학기_중간_고1_기출.js,7,H15-SB-02,객관식,VALID,③,1,false,false,false,false,no residual structural triage flags
qid_v1_215d455465ac55589f07350d2fa28e5c3761e525cbebd860079da784518ee11c,archive/exams/original/high/h1/2mid/23_순천여고_2학기_중간_고1_기출.js,8,H15-SB-02,객관식,VALID,③,1,false,false,false,false,no residual structural triage flags
qid_v1_bfae1df4c3a0fe2b430ecaac3f9bc95ea6daa3de7d942ba19ab26144717e5858,archive/exams/original/high/h1/2mid/23_순천여고_2학기_중간_고1_기출.js,9,H15-SB-02,객관식,VALID,③,1,false,false,false,false,no residual structural triage flags
qid_v1_da8f3433609574a73af4305306a4b0dbcd40bdc40300dd55feb1901329502c7d,archive/exams/original/high/h1/2mid/23_순천여고_2학기_중간_고1_기출.js,15,H15-SB-02,객관식,VALID,⑤,1,false,false,false,false,no residual structural triage flags
qid_v1_1c876a20a5f906b8e0f29c3cb5ac9e803d4bee39222eabfd21973c30bf962fa9,archive/exams/original/high/h1/2mid/23_순천여고_2학기_중간_고1_기출.js,22,H15-SB-02,서술형,VALID,(1) 모든 실수 $x$에 대하여 $(a-1)x^2+2(a-1)x-2\le0$이다. (2) $-1\le a\le1$,1,false,false,false,false,no residual structural triage flags
qid_v1_4ed8b633dde34316376ceccbde0af046e13602d1679d0746cf3ce8bfee9a48cf,archive/exams/original/high/h1/2mid/23_팔마고_2학기_중간_고1_기출.js,6,H15-SB-02,객관식,VALID,⑤,1,false,false,false,false,no residual structural triage flags
qid_v1_b050a8413ee6b7058884480731de06bf0a3adf0996a07c6864a4a2235293d3e9,archive/exams/original/high/h1/2mid/23_팔마고_2학기_중간_고1_기출.js,8,H15-SB-02,객관식,VALID,②,1,false,false,false,false,no residual structural triage flags
qid_v1_af15d5c484a41e6cec416e7a00ac8bf0693053317ee150abdecc8ce740a64027,archive/exams/original/high/h1/2mid/23_팔마고_2학기_중간_고1_기출.js,12,H15-SB-02,객관식,VALID,④,1,false,false,false,false,no residual structural triage flags
qid_v1_5b05e99c81f9868c9cd4d26ef1f459e94205ba0a95a24b5283e884ca29ed514b,archive/exams/original/high/h1/2mid/23_팔마고_2학기_중간_고1_기출.js,14,H15-SB-02,객관식,VALID,③,1,false,false,false,false,no residual structural triage flags
qid_v1_f8ce9f5eb0667afd6441a5ce19a1b30cafb58ad2f0f3199f0780f2fa10d25acd,archive/exams/original/high/h1/2mid/23_팔마고_2학기_중간_고1_기출.js,21,H15-SB-02,서술형,VALID,증명,1,false,false,false,false,no residual structural triage flags
qid_v1_939a9364c754ad218c1f9c520dbfec23fbc81bfcee71a845ba30c98578c2cb1e,archive/exams/original/high/h1/2mid/23_팔마고_2학기_중간_고1_기출.js,22,H15-SB-02,서술형,VALID,"(1) 최댓값 $5$, 최솟값 $-5$ (2) 최댓값 $5$, 최솟값은 존재하지 않음",1,false,false,false,false,no residual structural triage flags
qid_v1_8ab16dd86add7a1e8633aa5e72159168c04347f136bec608f158b7438e57d456,archive/exams/original/high/h1/2mid/24_금당고_2학기_중간_고1_기출.js,7,H15-SB-02,객관식,VALID,⑤,1,false,false,false,false,no residual structural triage flags
qid_v1_bfdddcfc8a12db5b69d561ee546bdd19d540e3433214ebd3c9174391004c4f64,archive/exams/original/high/h1/2mid/24_금당고_2학기_중간_고1_기출.js,10,H15-SB-02,객관식,VALID,④,1,false,false,false,false,no residual structural triage flags
qid_v1_47c776793cfab76f9679d434d24c52995baeb2745c4ab84c8374d73a08365b05,archive/exams/original/high/h1/2mid/24_금당고_2학기_중간_고1_기출.js,13,H15-SB-02,객관식,VALID,③,1,false,false,false,false,no residual structural triage flags
qid_v1_096c89dae87f0e197eef953af10d38a3d54acb15f5b470530328c2f7cf4dcc86,archive/exams/similar/high/h1/2final/25_금당고_2학기_기말_고1_유사.js,4,H22-C2-06,객관식,VALID,①,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_25684d0258b565e60082e2b64907aed831ca913f5bd23752c3f96b919cd006c1,archive/exams/similar/high/h1/2final/25_금당고_2학기_기말_고1_유사.js,5,H22-C2-06,객관식,VALID,①,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_95691ce86f86a6fcbb1b1cde3ef8d2b1c634d306181c120838e715394fe29409,archive/exams/similar/high/h1/2final/25_금당고_2학기_기말_고1_유사.js,12,H22-C2-06,객관식,VALID,⑤,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_3b7674e113bbe2f3a6c729ff415be3154210d6afe1338ec3a13e4339cb554ad3,archive/exams/similar/high/h1/2final/25_금당고_2학기_기말_고1_유사.js,13,H22-C2-06,객관식,VALID,③,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_df69c15ea53bc138826dca5a33b34de6dbe4a850b59acdab1bd28843732b0c58,archive/exams/similar/high/h1/2final/25_순천고_2학기_기말_고1_유사.js,1,H22-C2-06,객관식,VALID,③,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_ecc524ac85152d1c377d1b9842dae94da263d06164165075308fa95771e7b2be,archive/exams/similar/high/h1/2final/25_순천고_2학기_기말_고1_유사.js,2,H22-C2-06,객관식,VALID,③,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_e22139f3540839f48fb963510186cd6f6a52cd34709ee50f058b9f36609ff97a,archive/exams/similar/high/h1/2final/25_순천고_2학기_기말_고1_유사.js,5,H22-C2-06,객관식,VALID,③,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_232b6682012123e216bce934ba6e159c3cb0dfc06be962c5fdf75f7c83c96859,archive/exams/similar/high/h1/2final/25_순천고_2학기_기말_고1_유사.js,6,H22-C2-06,객관식,VALID,②,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_9fa3df6e80095c5f1f6a9e2fc6e795c22595dcabf08b61df8e632292016355f7,archive/exams/similar/high/h1/2final/25_순천고_2학기_기말_고1_유사.js,11,H22-C2-06,객관식,VALID,②,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_4289be0492a87a239eacd87eae17b75213523bd32a23ed7bf60fbe4359aaea82,archive/exams/similar/high/h1/2final/25_순천고_2학기_기말_고1_유사.js,16,H22-C2-06,객관식,VALID,③,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_bc681aafdbcbc7140f772de8c8df6cac3ae5c9c702b910bb33878d5c5ca94876,archive/exams/similar/high/h1/2final/25_순천고_2학기_기말_고1_유사.js,20,H22-C2-06,단답형,VALID,$34$,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_a07f41ce6e60667ae7f813bf4d3b042308bfd970ea4aafef056ea3644141003d,archive/exams/similar/high/h1/2final/25_제일고_2학기_기말_고1_유사.js,1,H22-C2-06,객관식,VALID,③,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_05dcf1a4f11e030a81ae20547ca71665e9590f9a5a5b67464daeff359430f32e,archive/exams/similar/high/h1/2final/25_제일고_2학기_기말_고1_유사.js,4,H22-C2-06,객관식,VALID,②,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_c8a91676fc2e488407f2aee65ffc92efbe39f4aff480a6050318b7f3c8898e16,archive/exams/similar/high/h1/2final/25_제일고_2학기_기말_고1_유사.js,5,H22-C2-06,객관식,VALID,③,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_ac9d6ae374d9dd01b87d8a002d8492e0f97e956b118f68b110cde3314655c012,archive/exams/similar/high/h1/2final/25_제일고_2학기_기말_고1_유사.js,8,H22-C2-06,객관식,VALID,①,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_89052eb0e434e45684d47d66de2094b7fb96ad38151f85e938dd37b04ac0b1a0,archive/exams/similar/high/h1/2final/25_제일고_2학기_기말_고1_유사.js,19,H22-C2-06,서술형,VALID,$9$,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_dfbc5daa5a9ca4f626d23b38e152c24b50c032cc118bc59cddbadd819dabcebe,archive/exams/similar/high/h1/2final/25_제일고_2학기_기말_고1_유사.js,22,H22-C2-06,서술형,VALID,"$a,b$가 모두 홀수일 수 없다.",1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_3acec5f99484fadeb82529eb0926ae83b89ff1008a2f1251d72960b7af2e190e,archive/exams/similar/high/h1/2final/25_팔마고_2학기_기말_고1_유사.js,12,H22-C2-06,객관식,VALID,①,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_4f7943cdeedbee2fcee8addb03478a0e3cb21ddc294b4f7eb1f059a521e1a514,archive/exams/similar/high/h1/2final/25_팔마고_2학기_기말_고1_유사.js,13,H22-C2-06,객관식,VALID,③,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_a5a99630fad0ab9b665b3d5c7a3ac58d31dbe61bddd7e3d6201fd35dbdf7dbe6,archive/exams/similar/high/h1/2final/25_효천고_2학기_기말_고1_유사.js,1,H22-C2-06,객관식,VALID,②,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_6305c48e7881694f0bab48c2d21695bd4652904edb3d45580742bd0f546e653d,archive/exams/similar/high/h1/2final/25_효천고_2학기_기말_고1_유사.js,6,H22-C2-06,객관식,VALID,③,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_fbcb8b0dc39b823f0145c30312b737d7f79b7663acfd653f67ebdaf8e76dcd00,archive/exams/similar/high/h1/2final/25_효천고_2학기_기말_고1_유사.js,7,H22-C2-06,객관식,VALID,①,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_59279d62545dc4654a32958a98845af0ba54a756a9d641a76d38d81a45fd1d4f,archive/exams/similar/high/h1/2final/25_효천고_2학기_기말_고1_유사.js,14,H22-C2-06,객관식,VALID,④,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
qid_v1_fca77044da937a432055d4f872465e9695d45f101b8039906615e67a02e9108e,archive/exams/similar/high/h1/2final/25_효천고_2학기_기말_고1_유사.js,21,H22-C2-06,서술형,VALID,$9$,1,false,false,false,false,similar production question; UID derived with official qid_v1 source-ordinal rule because identity map currently covers original files
