questionUid,examId,standardUnitKey,subUnitKey,graphRequirement,graphRole,graphGapDisposition,problemImageRef,solutionImageRef,problemImageStatus,problemVisualType,problemVisualStatus,solutionImageStatus,baselineProblemImageHash,baselineSolutionImageHash
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_3,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_팔마고_2학기_기말_고1_기출/q03-solution.svg,ABSENT,,ABSENT,PRESENT,,33da8ed6af6b5720457c1c1d0d0b14c3dd3ec6f98105befdedf53a040979e3ee
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_4,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_팔마고_2학기_기말_고1_기출/q04-solution.svg,ABSENT,,ABSENT,PRESENT,,fd8c6fe0f84d9ea456d568e860fa8548706f69605f47f2f0394f43b08c3728b7
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_5,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_팔마고_2학기_기말_고1_기출/q05-solution.svg,ABSENT,,ABSENT,PRESENT,,5cb1c6605d8652d4944046268fd054270a754a913ac3f05462bf35140202902c
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_6,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_11,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_효천고_2학기_기말_고1_기출/q11-solution.svg,ABSENT,,ABSENT,PRESENT,,c6de70b69da946712db98714090b4bb8634b6b0dc3423ec12bd6b705518246fb
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_12,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_RELATION_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_13,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_20,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_21,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_RELATION_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_5,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_6,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_7,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_10,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_14,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_RELATION_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_15,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_강남여고_2학기_기말_고1_기출/q18.png,,PRESENT,,PRESENT,ABSENT,0f9e253a6c8cb32862e0e0f9a171eda138c0f15977bf54b69512e7d3a70441f2,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_22,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_3,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_강남여고_2학기_기말_고1_기출/q3.png,,PRESENT,,PRESENT,ABSENT,b98410fe6f95a1641c7e714ed2f5ef6ae34a71743a8a9cf51565f458e95f26b9,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_1,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_17,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_21,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_6,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_7,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_8,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_9,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_12,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_매산고_2학기_기말_고1_기출/q12.png,,PRESENT,,PRESENT,ABSENT,f230593370b7fe11b5b9aab7267fd1102a5931e45c40c87a1630d8b9f8f4ff28,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_13,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_14,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_16,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_17,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_19,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_매산고_2학기_기말_고1_기출/q19.png,,PRESENT,,PRESENT,ABSENT,cdf5be16bb8b19ff8fb223c630fcaa6d1a332fa0649febf8699a0722a5070927,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_매산고_2학기_기말_고1_기출/q2.png,,PRESENT,,PRESENT,ABSENT,2241dddf24ea972ed49933c833b82c6c0feb6a568794c58e7efeeecd08d53163,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_3,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_4,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_매산고_2학기_기말_고1_기출/q4.png,,PRESENT,,PRESENT,ABSENT,c902347868b37a9b1eb59aaf713bda96bd179d982f9291f28d9b1677d1a73d75,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_7,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_8,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_12,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_13,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_복성고_2학기_기말_고1_기출/q13.png,,PRESENT,,PRESENT,ABSENT,c2191be35f2dbfc29ca8a31a9fa9d8ea8622210df75586f1e2176bef6cf27219,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_14,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_복성고_2학기_기말_고1_기출/q14.png,,PRESENT,,PRESENT,ABSENT,f7b06bd3803d89bad8058d8a00f75cf5af2fcae886f0c98a2db3e5c37ba43285,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_15,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_19,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_복성고_2학기_기말_고1_기출/q19.png,,PRESENT,,PRESENT,ABSENT,eb0b1b86815f16f209805128e0051ae21acc35366e7133785a094e3f0c5cc7d8,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_21,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_22,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_복성고_2학기_기말_고1_기출/q22.png,,PRESENT,,PRESENT,ABSENT,a0a87a70624d05e5ad082bab12f12b6615893dad780265afddbda1aa4a57572a,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_3,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_5,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_7,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_10,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_12,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_순천여고_2학기_기말_고1_기출/q12.png,,PRESENT,,PRESENT,ABSENT,71a275276d1c7169485d60e6124867713e5b78508689c14748723fa3e44c0f19,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_13,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_14,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_16,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_17,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_순천여고_2학기_기말_고1_기출/q17.png,,PRESENT,,PRESENT,ABSENT,ac06bf5194d610a97b58a5f3d8805037ccc14fa910526ee3b7f2436bbcb39cab,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_19,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_21,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_22,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_23,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_4,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_5,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_순천여고_2학기_기말_고1_기출/q5.png,,PRESENT,,PRESENT,ABSENT,e8efdf5b1a9406ed018e2db831fe8a9fce6b6a65f2f2ce644cc687af684273f9,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_7,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_8,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
