questionUid,examId,standardUnitKey,subUnitKey,graphRequirement,graphRole,graphGapDisposition,problemImageRef,solutionImageRef,problemImageStatus,problemVisualType,problemVisualStatus,solutionImageStatus,baselineProblemImageHash,baselineSolutionImageHash
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_14,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/21_팔마고_2학기_기말_고1_기출/q14.png,,PRESENT,,PRESENT,ABSENT,927e6e64386801d6f20f6b905b1fe0511cdb9c9f31a94ea2be1b4895edd00ed6,
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_15,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_2,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_20,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_팔마고_2학기_기말_고1_기출/q20-solution.svg,ABSENT,TABLE,PRESENT,PRESENT,,17e1c80292e7040d4e603a54215bfeda720f0e26ce2da0b374b8cc59cf976066
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_21,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_APPLICATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,TABLE,PRESENT,ABSENT,,
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_3,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_팔마고_2학기_기말_고1_기출/q03-solution.svg,ABSENT,,ABSENT,PRESENT,,d89784af43e07e78999bde5d4855695513da70dc28253043800de4316dbceb66
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_4,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_팔마고_2학기_기말_고1_기출/q04-solution.svg,ABSENT,,ABSENT,PRESENT,,75bf46c920e55fc46926abc892b1f4b293190e7157e90554511668eeb3fc34af
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_5,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_팔마고_2학기_기말_고1_기출/q05-solution.svg,ABSENT,,ABSENT,PRESENT,,82d45c7b98158ee03c6a124aa46c42361784368828341bf0b5e0099b92fdcdea
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_6,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_11,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_효천고_2학기_기말_고1_기출/q11-solution.svg,ABSENT,,ABSENT,PRESENT,,9a9a3dfa9c1e25fd99d13c8969d563df5cdc30ed163ba1bf6ea9de01b00f1b28
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_12,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_효천고_2학기_기말_고1_기출/q12-solution.svg,ABSENT,,ABSENT,PRESENT,,258575a9523ba10455d3d72edb4e7c74241c40a2aea17bec7c644c1c30b509d5
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_13,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_효천고_2학기_기말_고1_기출/q13-solution.svg,ABSENT,,ABSENT,PRESENT,,222076332a5b9c4ea357d2c8fcd814bf129ec5c514196139e9794e18109afada
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_20,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_21,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_RELATION_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_5,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_6,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_7,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_10,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_강남여고_2학기_기말_고1_기출/q11-solution.svg,ABSENT,,ABSENT,PRESENT,,1845aa689ddbe86dfda1b462936faa0555c5541696d09f2c05d779847d7a6bed
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_14,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_RELATION_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_15,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_강남여고_2학기_기말_고1_기출/q15-solution.svg,ABSENT,,ABSENT,PRESENT,,c95e5792ecf430ffd27e672749dc6eb748ee8a865f47ab708d1d2185e1ec36a5
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,SOLUTION_VISUAL_PRESENT,assets/images/22_강남여고_2학기_기말_고1_기출/q18.png,assets/images/22_강남여고_2학기_기말_고1_기출/q18-solution.svg,PRESENT,,PRESENT,PRESENT,0f9e253a6c8cb32862e0e0f9a171eda138c0f15977bf54b69512e7d3a70441f2,377c1e54da9de337d185081925ef37f8f472d11fee838598f2b14d986ba07860
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_22,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_강남여고_2학기_기말_고1_기출/q22-solution.svg,ABSENT,,ABSENT,PRESENT,,5dc385414d2435b60959c47ca4ee32d0e68a50011ede479a031f070b5d7f00b4
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_3,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_강남여고_2학기_기말_고1_기출/q3.png,,PRESENT,,PRESENT,ABSENT,b98410fe6f95a1641c7e714ed2f5ef6ae34a71743a8a9cf51565f458e95f26b9,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_1,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_금당고_2학기_기말_고1_기출/q01-solution.svg,ABSENT,,ABSENT,PRESENT,,987a85b83d3ba7e78c5d0a70fb0115e2fe2b38d3960a70e1e455dab097663c6d
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_17,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_금당고_2학기_기말_고1_기출/q17-solution.svg,ABSENT,,ABSENT,PRESENT,,ccd321967a8471a320a4d850cdf1a059522c15f48b90944355c0c5cedb5bab24
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_21,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_6,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_7,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_8,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_금당고_2학기_기말_고1_기출/q08-solution.svg,ABSENT,,ABSENT,PRESENT,,be3dbdc88088c09ef2b88173ed5988b3551e75ba7f1263c416c54aac47b87c5e
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_9,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_금당고_2학기_기말_고1_기출/q09-solution.svg,ABSENT,,ABSENT,PRESENT,,7bf7be5c6d461cf5c1d18fc865de0ce609973ec9a94f885f31444ef57b376469
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_12,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,SOLUTION_VISUAL_PRESENT,assets/images/22_매산고_2학기_기말_고1_기출/q12.png,assets/images/22_매산고_2학기_기말_고1_기출/q12-solution.svg,PRESENT,,PRESENT,PRESENT,f230593370b7fe11b5b9aab7267fd1102a5931e45c40c87a1630d8b9f8f4ff28,1448c6f93932f02e766d6befc7a6cba2a99f02516697433450a137197a324eb3
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_13,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_14,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_16,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_17,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_19,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,SOLUTION_VISUAL_PRESENT,assets/images/22_매산고_2학기_기말_고1_기출/q19.png,assets/images/22_매산고_2학기_기말_고1_기출/q19-solution.svg,PRESENT,,PRESENT,PRESENT,cdf5be16bb8b19ff8fb223c630fcaa6d1a332fa0649febf8699a0722a5070927,1fe98214e8afe92f5d9c821238f61b0922bf127913d9c76f77c5dbbbbf59bdec
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_매산고_2학기_기말_고1_기출/q2.png,,PRESENT,,PRESENT,ABSENT,2241dddf24ea972ed49933c833b82c6c0feb6a568794c58e7efeeecd08d53163,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_3,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_매산고_2학기_기말_고1_기출/q03-solution.svg,ABSENT,,ABSENT,PRESENT,,c0be533ad14e4524e815122506b765e51b870af93412543dc8d6ab20c84f26b8
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_4,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_매산고_2학기_기말_고1_기출/q4.png,,PRESENT,,PRESENT,ABSENT,c902347868b37a9b1eb59aaf713bda96bd179d982f9291f28d9b1677d1a73d75,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_7,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_매산고_2학기_기말_고1_기출/q07-solution.svg,ABSENT,,ABSENT,PRESENT,,94dcf54f5b012d1eb6555bc3b16a46aa03f80dec1946f9614f980a3b7b7155c5
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_8,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_매산고_2학기_기말_고1_기출/q08-solution.svg,ABSENT,,ABSENT,PRESENT,,020595a6de9d3f0cc5d411564bb955ba71f3858acad941533cb8d878f20e7827
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_12,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_복성고_2학기_기말_고1_기출/q12-solution.svg,ABSENT,,ABSENT,PRESENT,,9608b9839619592cec85d1ead93f3e08c2708f3ebb226a05392b4598c4fa8383
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_13,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_복성고_2학기_기말_고1_기출/q13.png,,PRESENT,,PRESENT,ABSENT,c2191be35f2dbfc29ca8a31a9fa9d8ea8622210df75586f1e2176bef6cf27219,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_14,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_복성고_2학기_기말_고1_기출/q14.png,,PRESENT,,PRESENT,ABSENT,f7b06bd3803d89bad8058d8a00f75cf5af2fcae886f0c98a2db3e5c37ba43285,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_15,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_복성고_2학기_기말_고1_기출/q15-solution.svg,ABSENT,,ABSENT,PRESENT,,5c042210800f5704bf1d42017ae24cd20c5f10d7627f9202af778250cecfb624
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_19,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_복성고_2학기_기말_고1_기출/q19.png,,PRESENT,,PRESENT,ABSENT,eb0b1b86815f16f209805128e0051ae21acc35366e7133785a094e3f0c5cc7d8,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_21,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_복성고_2학기_기말_고1_기출/q21-solution.svg,ABSENT,,ABSENT,PRESENT,,26ee9d05faacf92b93ce55ec085ee28084c632a62b4b0b7ccd023d3661aeb7f4
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_22,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_복성고_2학기_기말_고1_기출/q22.png,,PRESENT,,PRESENT,ABSENT,a0a87a70624d05e5ad082bab12f12b6615893dad780265afddbda1aa4a57572a,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_3,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_5,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_7,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_복성고_2학기_기말_고1_기출/q07-solution.svg,ABSENT,,ABSENT,PRESENT,,b9f8b75c5215e287db026e4627ee5e1d28ea70b919681f30f633457bfdebfda9
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_10,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_12,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_순천여고_2학기_기말_고1_기출/q12.png,,PRESENT,,PRESENT,ABSENT,71a275276d1c7169485d60e6124867713e5b78508689c14748723fa3e44c0f19,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_13,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_14,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_순천여고_2학기_기말_고1_기출/q14-solution.svg,ABSENT,,ABSENT,PRESENT,,2beaada64a69b07df9dd7a4c1bbddc645afc72f734b40f5f7b4841dbf3ae912f
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_16,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
