questionUid,examId,standardUnitKey,subUnitKey,graphRequirement,graphRole,graphGapDisposition,problemImageRef,solutionImageRef,problemImageStatus,problemVisualType,problemVisualStatus,solutionImageStatus,baselineProblemImageHash,baselineSolutionImageHash
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_14,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/21_팔마고_2학기_기말_고1_기출/q14.png,,PRESENT,,PRESENT,ABSENT,927e6e64386801d6f20f6b905b1fe0511cdb9c9f31a94ea2be1b4895edd00ed6,
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_15,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_2,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_20,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_팔마고_2학기_기말_고1_기출/q20-solution.svg,ABSENT,TABLE,PRESENT,PRESENT,,f67c90716869e025b295062e1e84020d898fa716a3f8240559969f13b0473c6a
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_21,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_APPLICATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,TABLE,PRESENT,ABSENT,,
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_3,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_팔마고_2학기_기말_고1_기출/q03-solution.svg,ABSENT,,ABSENT,PRESENT,,797cd06e7e091e0c2f134bd730b274bc71d072e34653d876d1fd3d36691ab472
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_4,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_팔마고_2학기_기말_고1_기출/q04-solution.svg,ABSENT,,ABSENT,PRESENT,,ef5b924613ba0a0844ab9306d4a3231fe60ee61a3b9b954cbadb859ef5df7664
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_5,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_팔마고_2학기_기말_고1_기출/q05-solution.svg,ABSENT,,ABSENT,PRESENT,,cd2fc1e116c98f0c172e009155bbc934a5b040d1907c2c566cfe850748126ed5
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_6,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_11,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_효천고_2학기_기말_고1_기출/q11-solution.svg,ABSENT,,ABSENT,PRESENT,,a7a850d65155625fbb5b92de8cd483f57308cfc77554e311951620a3903c0be1
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_12,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_효천고_2학기_기말_고1_기출/q12-solution.svg,ABSENT,,ABSENT,PRESENT,,4ac6b43b831769415ce33216bd730cc8d3e230c21ef201b0b31e44b1e562ba5c
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_13,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_효천고_2학기_기말_고1_기출/q13-solution.svg,ABSENT,,ABSENT,PRESENT,,cb341017edf6afd6a5aa3773585d9363e38f368864cf26cff01fd3439e53f525
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_20,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_21,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_RELATION_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_5,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_6,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js_7,original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_10,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_강남여고_2학기_기말_고1_기출/q11-solution.svg,ABSENT,,ABSENT,PRESENT,,69a02eb9a50c7efe7d88e0cffbb934f2cd5c714856717b4513ca1a1a410b1777
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_14,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_RELATION_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_15,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_강남여고_2학기_기말_고1_기출/q15-solution.svg,ABSENT,,ABSENT,PRESENT,,ecfcdb0185312acb3ff0ef3a5bd621f275e75b873181402c05cc4fdf533c8a51
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,SOLUTION_VISUAL_PRESENT,assets/images/22_강남여고_2학기_기말_고1_기출/q18.png,assets/images/22_강남여고_2학기_기말_고1_기출/q18-solution.svg,PRESENT,,PRESENT,PRESENT,0f9e253a6c8cb32862e0e0f9a171eda138c0f15977bf54b69512e7d3a70441f2,86eaea25b76c31cbdddc9a09009ca1ffbf6727eff7c659d44f60bea5669aa0a3
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_22,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_강남여고_2학기_기말_고1_기출/q22-solution.svg,ABSENT,,ABSENT,PRESENT,,0b6d928d7c1d198949f5bc8cb6faf9f1c5065f82687df0a4aa353975429b1b0b
h1:original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js_3,original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_강남여고_2학기_기말_고1_기출/q3.png,,PRESENT,,PRESENT,ABSENT,b98410fe6f95a1641c7e714ed2f5ef6ae34a71743a8a9cf51565f458e95f26b9,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_1,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_금당고_2학기_기말_고1_기출/q01-solution.svg,ABSENT,,ABSENT,PRESENT,,3585afa3429324ac94a2a9c320dcb0632450cbe12a5cea1c0e60b0d90fc33f8e
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_17,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_금당고_2학기_기말_고1_기출/q17-solution.svg,ABSENT,,ABSENT,PRESENT,,d5231539dda39184e3577c7688be3f6a78d2c895aee64f688db650a95ab6de1d
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_21,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_6,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_7,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_8,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_금당고_2학기_기말_고1_기출/q08-solution.svg,ABSENT,,ABSENT,PRESENT,,cb95e2f492ca7a51d98f76b8ec62e7b291046ce00875a94b6e2a14880fbae90d
h1:original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js_9,original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_금당고_2학기_기말_고1_기출/q09-solution.svg,ABSENT,,ABSENT,PRESENT,,3551ea03c01403002092988920aa855b075aa5aa60dfbaa6ea3285f28dacd7e5
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_12,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,SOLUTION_VISUAL_PRESENT,assets/images/22_매산고_2학기_기말_고1_기출/q12.png,assets/images/22_매산고_2학기_기말_고1_기출/q12-solution.svg,PRESENT,,PRESENT,PRESENT,f230593370b7fe11b5b9aab7267fd1102a5931e45c40c87a1630d8b9f8f4ff28,245952bf1c12feb19f2ef123f45579b2fb9102082f7fb538de1db4044dbcdf40
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_13,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_14,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_16,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_17,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_19,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,SOLUTION_VISUAL_PRESENT,assets/images/22_매산고_2학기_기말_고1_기출/q19.png,assets/images/22_매산고_2학기_기말_고1_기출/q19-solution.svg,PRESENT,,PRESENT,PRESENT,cdf5be16bb8b19ff8fb223c630fcaa6d1a332fa0649febf8699a0722a5070927,2ffa5da70acd02ae22cb3ce027af79ae2eeb52800b9781ddd9a453dcac10e782
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_2,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_매산고_2학기_기말_고1_기출/q2.png,,PRESENT,,PRESENT,ABSENT,2241dddf24ea972ed49933c833b82c6c0feb6a568794c58e7efeeecd08d53163,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_3,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_매산고_2학기_기말_고1_기출/q03-solution.svg,ABSENT,,ABSENT,PRESENT,,8ec0ac875b8927a9f57514674ae4df45d5171412679ca83d87179c2a93563201
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_4,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_매산고_2학기_기말_고1_기출/q4.png,,PRESENT,,PRESENT,ABSENT,c902347868b37a9b1eb59aaf713bda96bd179d982f9291f28d9b1677d1a73d75,
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_7,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_매산고_2학기_기말_고1_기출/q07-solution.svg,ABSENT,,ABSENT,PRESENT,,8e0c1620b664d6ab8818dde976b9070636de965807e25c0158f4dce599a512ea
h1:original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js_8,original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_매산고_2학기_기말_고1_기출/q08-solution.svg,ABSENT,,ABSENT,PRESENT,,b53e1783360290d1875c95767fb3aef00c41aa1909a6a505005e6cb31b0180ec
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_12,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_복성고_2학기_기말_고1_기출/q12-solution.svg,ABSENT,,ABSENT,PRESENT,,c11c98c68eebfb06657d027df242811c552a93b9d9df35e85d0e5dae1e4e535c
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_13,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_복성고_2학기_기말_고1_기출/q13.png,,PRESENT,,PRESENT,ABSENT,c2191be35f2dbfc29ca8a31a9fa9d8ea8622210df75586f1e2176bef6cf27219,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_14,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_복성고_2학기_기말_고1_기출/q14.png,,PRESENT,,PRESENT,ABSENT,f7b06bd3803d89bad8058d8a00f75cf5af2fcae886f0c98a2db3e5c37ba43285,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_15,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_복성고_2학기_기말_고1_기출/q15-solution.svg,ABSENT,,ABSENT,PRESENT,,13e709650456ee237a2a7de83587ee1a9c5d8d93dd63dc6a28367afd6526cd5f
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_18,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_19,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_복성고_2학기_기말_고1_기출/q19.png,,PRESENT,,PRESENT,ABSENT,eb0b1b86815f16f209805128e0051ae21acc35366e7133785a094e3f0c5cc7d8,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_20,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_21,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_복성고_2학기_기말_고1_기출/q21-solution.svg,ABSENT,,ABSENT,PRESENT,,b33efb5e6e6d249d95087b9a2aa9954bcf88e4bed4a84701b35fda5b4f3f66f8
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_22,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_복성고_2학기_기말_고1_기출/q22.png,,PRESENT,,PRESENT,ABSENT,a0a87a70624d05e5ad082bab12f12b6615893dad780265afddbda1aa4a57572a,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_3,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_5,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js_7,original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_복성고_2학기_기말_고1_기출/q07-solution.svg,ABSENT,,ABSENT,PRESENT,,abfef4b3e0fef6f6106b5d351d5f39817c4208f6f3bb3fe3be46ed5c230b5349
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_10,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_11,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_12,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/22_순천여고_2학기_기말_고1_기출/q12.png,,PRESENT,,PRESENT,ABSENT,71a275276d1c7169485d60e6124867713e5b78508689c14748723fa3e44c0f19,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_13,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_14,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/22_순천여고_2학기_기말_고1_기출/q14-solution.svg,ABSENT,,ABSENT,PRESENT,,59eb5159c667c951d51690b0b366a8f8173aed8ad9e2ccab9f5dda1f72d0e1ff
h1:original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js_16,original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
