questionUid,sourceJsPath,id,standardUnitKey,standardUnit,visualRequirementCandidate,existingSvgStatus,visualReasonCode,visualMarkers,visualType,problemVisualSufficiency,scalePolicyCandidate,assetRefs,status
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|6,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,6,H15-SA-10,직선의 방정식,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|7,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,7,H15-SA-11,원의 방정식,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|8,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,8,H15-SA-09,평면좌표,SVG_REQUIRED_MISSING,NONE,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,VISUAL_CANDIDATE,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|9,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,9,H15-SA-11,원의 방정식,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE,,SVG,PROBLEM_VISUAL_PRESENT,REVIEW_REQUIRED,[object Object]|[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|10,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,10,H15-SA-12,도형의 이동,SOURCE_REVIEW,SOLUTION_SVG,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|11,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,11,H15-SA-10,직선의 방정식,SOURCE_REVIEW,SOLUTION_SVG,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|12,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,12,H15-SA-09,평면좌표,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|13,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,13,H15-SA-08,여러 가지 부등식,SVG_REQUIRED_MISSING,NONE,COORDINATE_OR_GEOMETRY_STRUCTURE|SET_OR_LOGIC_STRUCTURE,,VISUAL_CANDIDATE,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|14,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,14,H15-SA-10,직선의 방정식,SOURCE_REVIEW,SOLUTION_SVG,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|15,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,15,H15-SA-11,원의 방정식,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|16,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,16,H15-SA-12,도형의 이동,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|17,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,17,H15-SA-11,원의 방정식,SOURCE_REVIEW,SOLUTION_SVG,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|18,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,18,H15-SA-12,도형의 이동,SOURCE_REVIEW,SOLUTION_SVG,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|19,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,19,H15-SA-12,도형의 이동,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|20,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,20,H15-SA-09,평면좌표,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|1,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,1,H15-SA-05,이차방정식,SVG_REQUIRED_MISSING,NONE,GRAPH_OR_FUNCTION_STRUCTURE,,GRAPH_CANDIDATE,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|2,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,2,H15-SA-05,이차방정식,SVG_REQUIRED_MISSING,NONE,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE,,GRAPH_CANDIDATE,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|3,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,3,H15-SA-06,이차방정식의 근과 계수,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|4,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,4,H15-SA-07,여러 가지 방정식,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|5,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,5,H15-SA-07,여러 가지 방정식,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|6,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,6,H15-SA-07,여러 가지 방정식,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|7,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,7,H15-SA-04,복소수,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|8,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,8,H15-SA-07,여러 가지 방정식,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|9,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,9,H15-SA-07,여러 가지 방정식,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|10,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,10,H15-SA-11,원의 방정식,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|11,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,11,H15-SA-12,도형의 이동,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|12,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,12,H15-SA-11,원의 방정식,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|13,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,13,H15-SA-11,원의 방정식,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|14,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,14,H15-SA-10,직선의 방정식,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|15,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,15,H15-SA-11,원의 방정식,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE|SET_OR_LOGIC_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|16,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,16,H15-SA-12,도형의 이동,SOURCE_REVIEW,SOLUTION_SVG,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|17,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,17,H15-SA-11,원의 방정식,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|18,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,18,H15-SA-12,도형의 이동,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE|COUNTING_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,PROBLEM_VISUAL_PRESENT,REVIEW_REQUIRED,[object Object]|[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|19,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,19,H15-SA-08,여러 가지 부등식,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|20,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,20,H15-SA-05,이차방정식,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|21,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,21,H15-SA-11,원의 방정식,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|22,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,22,H15-SA-11,원의 방정식,SOURCE_REVIEW,SOLUTION_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,[object Object],TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|1,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,1,H22-C-01,다항식의 연산,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|2,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,2,H22-C-08,순열과 조합,SVG_REQUIRED_MISSING,NONE,COUNTING_STRUCTURE,,VISUAL_CANDIDATE,NO_PROBLEM_VISUAL,SCHEMATIC_OR_REVIEW,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|3,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,3,H22-C-08,순열과 조합,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|4,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,4,H22-C-06,여러 가지 방정식과 부등식,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|5,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,5,H22-C-05,이차방정식과 이차함수,SVG_REQUIRED_MISSING,NONE,GRAPH_OR_FUNCTION_STRUCTURE,,GRAPH_CANDIDATE,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|6,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,6,H22-C-06,여러 가지 방정식과 부등식,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|7,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,7,H22-C-09,행렬과 그 연산,SVG_REQUIRED_MISSING,NONE,COUNTING_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,VISUAL_CANDIDATE,NO_PROBLEM_VISUAL,SCHEMATIC_OR_REVIEW,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|8,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,8,H22-C-06,여러 가지 방정식과 부등식,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|9,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,9,H22-C-05,이차방정식과 이차함수,SVG_REQUIRED_MISSING,NONE,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,GRAPH_CANDIDATE,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|10,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,10,H22-C-06,여러 가지 방정식과 부등식,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|11,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,11,H22-C-07,합의 법칙과 곱의 법칙,SOURCE_REVIEW,INLINE_SVG,COORDINATE_OR_GEOMETRY_STRUCTURE|COUNTING_STRUCTURE,,SVG,PROBLEM_VISUAL_PRESENT,REVIEW_REQUIRED,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|12,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,12,H22-C-09,행렬과 그 연산,SVG_REQUIRED_MISSING,NONE,COUNTING_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,VISUAL_CANDIDATE,NO_PROBLEM_VISUAL,SCHEMATIC_OR_REVIEW,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|13,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,13,H22-C-05,이차방정식과 이차함수,SVG_REQUIRED_MISSING,NONE,GRAPH_OR_FUNCTION_STRUCTURE,,GRAPH_CANDIDATE,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|14,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,14,H22-C-06,여러 가지 방정식과 부등식,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|15,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,15,H22-C-08,순열과 조합,SVG_REQUIRED_MISSING,NONE,COUNTING_STRUCTURE,,VISUAL_CANDIDATE,NO_PROBLEM_VISUAL,SCHEMATIC_OR_REVIEW,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|16,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,16,H22-C-09,행렬과 그 연산,SVG_REQUIRED_MISSING,NONE,COUNTING_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,VISUAL_CANDIDATE,NO_PROBLEM_VISUAL,SCHEMATIC_OR_REVIEW,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|17,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,17,H22-C-06,여러 가지 방정식과 부등식,SVG_REQUIRED_MISSING,NONE,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|SET_OR_LOGIC_STRUCTURE,,GRAPH_CANDIDATE,NO_PROBLEM_VISUAL,REVIEW_REQUIRED,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|18,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,18,H22-C-05,이차방정식과 이차함수,SOURCE_REVIEW,INLINE_SVG,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,PROBLEM_VISUAL_PRESENT,REVIEW_REQUIRED,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|19,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,19,H22-C-06,여러 가지 방정식과 부등식,SVG_REQUIRED_MISSING,NONE,SET_OR_LOGIC_STRUCTURE,,VISUAL_CANDIDATE,NO_PROBLEM_VISUAL,SCHEMATIC_OR_REVIEW,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|20,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,20,H22-C-05,이차방정식과 이차함수,SOURCE_REVIEW,INLINE_SVG,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,,SVG,PROBLEM_VISUAL_PRESENT,REVIEW_REQUIRED,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|21,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,21,H22-C-02,항등식과 나머지 정리,SVG_OPTIONAL,NONE,,,NONE,NO_PROBLEM_VISUAL,N/A,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|22,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,22,H22-C-06,여러 가지 방정식과 부등식,SVG_REQUIRED_MISSING,NONE,SET_OR_LOGIC_STRUCTURE,,VISUAL_CANDIDATE,NO_PROBLEM_VISUAL,SCHEMATIC_OR_REVIEW,,TRIAGE_NOT_INDEPENDENTLY_REVIEWED
