questionUid,sourceJsPath,id,standardUnitKey,scopeStatus,visualMarkers,visualReasonCode,existingSvgStatus,includedByForwardScope,reasonCodes,status
archive/exams/original/high/h1/1final/23_금당고_1학기_기말_고1_기출.js|23_금당고_1학기_기말_고1_기출|9,archive/exams/original/high/h1/1final/23_금당고_1학기_기말_고1_기출.js,9,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|1,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,1,H15-SA-09,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,NONE,true,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|10,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,10,H15-SA-07,IN_SCOPE_FORWARD,,COUNTING_STRUCTURE,NONE,true,COUNTING_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|12,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,12,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|13,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,13,H15-SA-08,IN_SCOPE_FORWARD,,GRAPH_OR_FUNCTION_STRUCTURE,NONE,true,GRAPH_OR_FUNCTION_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|14,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,14,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|15,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,15,H15-SA-09,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,NONE,true,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|16,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,16,H15-SA-09,IN_SCOPE_FORWARD,,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|18,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,18,H15-SA-09,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|2,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,2,H15-SA-10,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|20,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,20,H15-SA-09,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|4,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,4,H15-SA-09,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,NONE,true,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|5,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,5,H15-SA-09,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,NONE,true,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|6,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,6,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|7,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,7,H15-SA-10,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|10,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,10,H15-SA-09,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|11,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,11,H15-SA-10,IN_SCOPE_FORWARD,,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|12,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,12,H15-SA-11,IN_SCOPE_FORWARD,,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|13,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,13,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|14,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,14,H15-SA-12,IN_SCOPE_FORWARD,,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|15,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,15,H15-SA-12,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|17,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,17,H15-SA-09,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|18,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,18,H15-SA-12,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|19,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,19,H15-SA-11,IN_SCOPE_FORWARD,,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|20,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,20,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|21,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,21,H15-SA-07,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|COUNTING_STRUCTURE,NONE,true,COORDINATE_OR_GEOMETRY_STRUCTURE|COUNTING_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|22,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,22,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|3,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,3,H15-SA-09,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,NONE,true,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|4,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,4,H15-SA-10,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|5,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,5,H15-SA-10,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|6,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,6,H15-SA-12,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|8,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,8,H15-SA-07,IN_SCOPE_FORWARD,,GRAPH_OR_FUNCTION_STRUCTURE,NONE,true,GRAPH_OR_FUNCTION_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|1,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,1,H15-SA-09,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|SET_OR_LOGIC_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,NONE,true,COORDINATE_OR_GEOMETRY_STRUCTURE|SET_OR_LOGIC_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|11,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,11,H15-SA-10,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|12,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,12,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|13,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,13,H15-SA-10,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|14,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,14,H15-SA-09,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|15,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,15,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|16,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,16,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|17,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,17,H15-SA-09,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|18,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,18,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|19,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,19,H15-SA-12,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|2,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,2,H15-SA-10,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|20,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,20,H15-SA-05,IN_SCOPE_FORWARD,,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,NONE,true,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|21,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,21,H15-SA-10,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|22,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,22,H15-SA-09,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|23,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,23,H15-SA-05,IN_SCOPE_FORWARD,,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,NONE,true,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|3,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,3,H15-SA-12,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|4,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,4,H15-SA-10,IN_SCOPE_FORWARD,,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|5,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,5,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|6,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,6,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|7,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,7,H15-SA-08,IN_SCOPE_FORWARD,,GRAPH_OR_FUNCTION_STRUCTURE,NONE,true,GRAPH_OR_FUNCTION_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|8,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,8,H15-SA-09,IN_SCOPE_FORWARD,,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,NONE,true,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|TABLE_OR_MATRIX_STRUCTURE,FORWARD_CONFIRMATION
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|9,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,9,H15-SA-11,IN_SCOPE_FORWARD,,COORDINATE_OR_GEOMETRY_STRUCTURE,SOLUTION_SVG,true,EXISTING_VISUAL_ASSET_OR_BROKEN_REF|COORDINATE_OR_GEOMETRY_STRUCTURE,FORWARD_CONFIRMATION
