questionUid,sourceJsPath,examId,id,standardCourse,standardUnitKey,standardUnit,subUnitKey,subUnit,questionType,problemImageRef,problemImageStatus,solutionImageRef,solutionImageStatus,inlineSolutionSvgCount,sourceFileBytes,sourceFileSha256,protectedHash,solutionHash,visualRequirementSignal,visualDecision,visualAction,visualReasons,expectedFactStatus,observedFactStatus,parityStatus,renderStatus,sourceReviewStatus,solutionFreezeStatus,currentStatus
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|13,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,24_매산고_1학기_기말_고1_기출,13,수학(상),H15-SA-08,여러 가지 부등식,H15-SA-08-ABSOLUTE_INEQUALITY,절댓값 부등식,객관식,,ABSENT,,ABSENT,0,47149,2f4b502c1c58cf2461146d883c4efaad6aac49250a9c554f0b6313b5384e74af,f0363b1e3467cfe9858266d1dcc1eb397f1345bb8201e187d6012a87baa77b65,01f4d06dc262dd59a9fb55d8ddde6e3667290dc6cc4e4c0d784e9d1280d03246,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|2,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,24_매산고_1학기_기말_고1_기출,2,수학(상),H15-SA-08,여러 가지 부등식,H15-SA-08-QUADRATIC_INEQUALITY,이차부등식,객관식,,ABSENT,,ABSENT,0,47149,2f4b502c1c58cf2461146d883c4efaad6aac49250a9c554f0b6313b5384e74af,c93c6942f5d4925950eacfcac31de0f0bb6470d330f23e506dbb36579976c90d,38b5278c843ae59a6af73d852adbf58d8517a853354f48a928fce840ed4a0ea9,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|1,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,24_제일고_1학기_기말_고1_기출,1,수학(상),H15-SA-05,이차방정식,H15-SA-05-QUADRATIC_SOLVING,이차방정식의 풀이,객관식,,ABSENT,,ABSENT,0,50744,8818e9bf1dbcc3b8003304aa50c161e0e9c94486c320b7de80ef1d4660d653d8,f3835d29f14e6909e5a4e9ad96136bf7285471acc26340453304d1abbaa330f1,44d546d5c2457214ead4956dbfb08763446182ef22902f64cc95ba203938c0f0,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|19,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,24_제일고_1학기_기말_고1_기출,19,수학(상),H15-SA-08,여러 가지 부등식,H15-SA-08-SYSTEM_INEQUALITY,연립부등식,서술형,,ABSENT,,ABSENT,0,50744,8818e9bf1dbcc3b8003304aa50c161e0e9c94486c320b7de80ef1d4660d653d8,5c6ef185037acfb324c6d6608f4956b37042d7c63c73d086df77069953158858,352545f02730aea6f060378e9e8fde8f0af00e484a74174854f1f8dec8b45a5a,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|2,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,24_제일고_1학기_기말_고1_기출,2,수학(상),H15-SA-05,이차방정식,H15-SA-05-EQUATION_FUNCTION_RELATION,이차방정식과 이차함수의 관계,객관식,,ABSENT,,ABSENT,0,50744,8818e9bf1dbcc3b8003304aa50c161e0e9c94486c320b7de80ef1d4660d653d8,303b86fbba927f7514a2374068a764e55614c9a32081eefb220f32474ce61530,0c692af2ec95397043264cbad246dd1516e294caaca69c2151ae2de7008e3167,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|20,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,24_제일고_1학기_기말_고1_기출,20,수학(상),H15-SA-05,이차방정식,H15-SA-05-EQUATION_BASIC,방정식의 풀이,서술형,,ABSENT,,ABSENT,0,50744,8818e9bf1dbcc3b8003304aa50c161e0e9c94486c320b7de80ef1d4660d653d8,3effcb57e2b17870bedbb976dd128f85275b5bc5efe61f54f2f6bd2744fcdcca,074ca46905af3357916f67c56eaa153cd90ded58697206d9f65576b5865229be,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출c|10,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,25_강남여고_1학기_기말_고1_기출c,10,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-SYSTEM_OF_EQUATIONS,연립방정식,객관식,,ABSENT,,ABSENT,0,49982,54669b7f56b5e816d952a323c9b43cd38c004fadcd52e8f8af387558c9aae7df,04e2fe3a96890d4f85dde372b4342b99bb6c6b416eac72f2bfa0a1c1387733bb,d0fbfe19a23b342a7178b3ebcb40dbf58b65aaf8902439539894013a0ee03fe9,VISUAL_OPTIONAL_OR_EXEMPT_CANDIDATE,NO_VISUAL,NONE,GRAPH_OR_FUNCTION_STRUCTURE|NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출c|13,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,25_강남여고_1학기_기말_고1_기출c,13,공통수학1,H22-C-05,이차방정식과 이차함수,H22-C-05-QUADRATIC_FUNCTION_APPLICATION,이차함수의 활용,객관식,,ABSENT,,ABSENT,0,49982,54669b7f56b5e816d952a323c9b43cd38c004fadcd52e8f8af387558c9aae7df,47d9185491f8ebf0d1b06e62cd9a11fb6941b485e28551496fce316e67d62f7c,618a4e5e91df584917d20855437da6dc354652f8eb3aff67c530d8d379d1d206,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출c|14,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,25_강남여고_1학기_기말_고1_기출c,14,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-SYSTEM_OF_EQUATIONS,연립방정식,객관식,,ABSENT,,ABSENT,0,49982,54669b7f56b5e816d952a323c9b43cd38c004fadcd52e8f8af387558c9aae7df,0527bcc7e212aa23f7ef8f45f6f455ee1803b2ce207720a85e493f49b6008161,6980625632b1e9de2592f88f0d2a86c835c085f68087d5ade94fd2a54ebe6ac7,VISUAL_OPTIONAL_OR_EXEMPT_CANDIDATE,NO_VISUAL,NONE,NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출c|17,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,25_강남여고_1학기_기말_고1_기출c,17,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-HIGHER_INEQUALITY,여러 가지 부등식,객관식,,ABSENT,,ABSENT,0,49982,54669b7f56b5e816d952a323c9b43cd38c004fadcd52e8f8af387558c9aae7df,36583e5bb6b7004d29291891cfa0a21a3fbd2e01acce09e05cfa0bbdce8b101b,13a782c50464a4ce364a4c13e411f4f7677f17a39be1acaaa761e1e36c3b8eee,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|NUMBER_LINE_OR_INEQUALITY_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출c|18,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,25_강남여고_1학기_기말_고1_기출c,18,공통수학1,H22-C-05,이차방정식과 이차함수,H22-C-05-QUADRATIC_FUNCTION_GRAPH,이차함수의 그래프,객관식,,ABSENT,,ABSENT,0,49982,54669b7f56b5e816d952a323c9b43cd38c004fadcd52e8f8af387558c9aae7df,5f1451ef6f68b3240e7ec8ee77a70e3f4a42294dda66c2500e3f23dba29c1322,f8b2fa375159f8e6443870eee4fe3d2c82f75539fbc933a352d6e5223604dba1,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출c|19,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,25_강남여고_1학기_기말_고1_기출c,19,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-HIGHER_INEQUALITY,여러 가지 부등식,객관식,,ABSENT,,ABSENT,0,49982,54669b7f56b5e816d952a323c9b43cd38c004fadcd52e8f8af387558c9aae7df,1c6eaca7d4515d7953c1b9895e63b72ffbc1a37dd38d2ebc8caf721c1900515c,dbd64a9b374b69f11db951beb8fcd3cbf36ffe146440da80111a61f186e4c723,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출c|20,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,25_강남여고_1학기_기말_고1_기출c,20,공통수학1,H22-C-05,이차방정식과 이차함수,H22-C-05-QUADRATIC_FUNCTION_GRAPH,이차함수의 그래프,객관식,,ABSENT,,ABSENT,0,49982,54669b7f56b5e816d952a323c9b43cd38c004fadcd52e8f8af387558c9aae7df,1227abdf6e87eee5260116a16c33fc4bad867429c2b6772b39aac83b3749fbc4,544c80ef0ca314ce0471bb6438717caf00d469c6b18145c209ffbafdb9c7ecff,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출c|22,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,25_강남여고_1학기_기말_고1_기출c,22,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-HIGHER_INEQUALITY,여러 가지 부등식,단답형,,ABSENT,,ABSENT,0,49982,54669b7f56b5e816d952a323c9b43cd38c004fadcd52e8f8af387558c9aae7df,6585376d545e9bd3185710c5757174020de5ce458dc598191d9b5569e7b39213,8a27abd88fac93e112f6a26118dcd5bb8694f0eeb1d18ba0e187d6ff425d0511,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출c|4,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,25_강남여고_1학기_기말_고1_기출c,4,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-HIGHER_INEQUALITY,여러 가지 부등식,객관식,,ABSENT,,ABSENT,0,49982,54669b7f56b5e816d952a323c9b43cd38c004fadcd52e8f8af387558c9aae7df,024b87175d689618f15ae4bf2ef0e16c265f7edf3c8cd68c4a33f453082c89d6,fa85e830a212fbf6973f7086c33c4d6e2bc953dd08fc3c9fd402c1ce8138786c,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출c|5,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,25_강남여고_1학기_기말_고1_기출c,5,공통수학1,H22-C-05,이차방정식과 이차함수,H22-C-05-QUADRATIC_EQUATION,이차방정식,객관식,,ABSENT,,ABSENT,0,49982,54669b7f56b5e816d952a323c9b43cd38c004fadcd52e8f8af387558c9aae7df,9964e43d7abef21cc02781497a7ffba5ab5b261364351a22de19ac5ef5e9ded9,bf8aaeb5a1c23d524ea24d64159d3b0bb36d502e26146e1efbae8efaf59efa97,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출c|6,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,25_강남여고_1학기_기말_고1_기출c,6,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-INEQUALITY,여러 가지 부등식,객관식,,ABSENT,,ABSENT,0,49982,54669b7f56b5e816d952a323c9b43cd38c004fadcd52e8f8af387558c9aae7df,b201eee470b7706c67aa1e99a92530b9d94d7af0c5d78a6084e7fd9330df03e4,cf0b26a3157e07ba563f6ccfc895e852016e08ba22b5481a78d461bd7871f89c,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출c|8,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,25_강남여고_1학기_기말_고1_기출c,8,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-INEQUALITY,여러 가지 부등식,객관식,,ABSENT,,ABSENT,0,49982,54669b7f56b5e816d952a323c9b43cd38c004fadcd52e8f8af387558c9aae7df,8abdd645f3e334d13823394ec5c56693a24905876f1a44a76a81cfc6a3a0f721,d03536e1eca7ef0f6783362fc56a824f276c1f06d698d1e1d8f0271db2671143,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출c|9,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,25_강남여고_1학기_기말_고1_기출c,9,공통수학1,H22-C-05,이차방정식과 이차함수,H22-C-05-QUADRATIC_FUNCTION_GRAPH,이차함수의 그래프,객관식,,ABSENT,,ABSENT,0,49982,54669b7f56b5e816d952a323c9b43cd38c004fadcd52e8f8af387558c9aae7df,39aa694e12840d9557db725d63a545657261b105fcd5c9b579ae6279f9629281,5af10a048e4c03a76c5efb3fefe11ae215a02e33983deb57b744d9d9079f9496,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출c|11,archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js,25_금당고_1학기_기말_고1_기출c,11,공통수학1,H22-C-05,이차방정식과 이차함수,H22-C-05-QUADRATIC_EQUATION,이차방정식,객관식,,ABSENT,,ABSENT,0,41945,db43da08e8d26a0bc369b3b8ac6f5996dd956a4134f202dfd365de443ff67553,40b891fc50ea9b171c061766407a4e1833ac5ab2755e9fa7fd1e34b20f214dfa,cc298df6a3a44fefc05c76e5ae469379a07c5fec7629806f42d915d7fe8ef267,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출c|13,archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js,25_금당고_1학기_기말_고1_기출c,13,공통수학1,H22-C-05,이차방정식과 이차함수,H22-C-05-QUADRATIC_EQUATION,이차방정식,객관식,,ABSENT,,ABSENT,0,41945,db43da08e8d26a0bc369b3b8ac6f5996dd956a4134f202dfd365de443ff67553,8ee7017116a1c1879e2f03c987ab5915a6541341a17c316eb3a5dac3dd564465,85dbc95bc852bee500f79b018b0377f0f9bf69823bfd6b8fd2a75cad12ecd0c0,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출c|15,archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js,25_금당고_1학기_기말_고1_기출c,15,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-HIGHER_INEQUALITY,여러 가지 부등식,객관식,,ABSENT,,ABSENT,0,41945,db43da08e8d26a0bc369b3b8ac6f5996dd956a4134f202dfd365de443ff67553,84fd3428366760bf16c8b3b27b7639c0f87b49c209ec0d4c65346d5d20073417,68c67c0b281459591b50252653c6633282939fa8519658552fb4f571eec7b240,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출c|19,archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js,25_금당고_1학기_기말_고1_기출c,19,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-HIGHER_EQUATION,여러 가지 방정식,객관식,,ABSENT,,ABSENT,0,41945,db43da08e8d26a0bc369b3b8ac6f5996dd956a4134f202dfd365de443ff67553,4a9ec7ce06c4cdcb3a5d4a67a5c21dc825aa16dc1a23cd0548bef8efaec9646e,a0a9fc6581b0b4728a561780c68c424dac0b855d710a57e58c66586e36044a41,VISUAL_OPTIONAL_OR_EXEMPT_CANDIDATE,NO_VISUAL,NONE,NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출c|20,archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js,25_금당고_1학기_기말_고1_기출c,20,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-EQUATION,여러 가지 방정식,객관식,,ABSENT,,ABSENT,0,41945,db43da08e8d26a0bc369b3b8ac6f5996dd956a4134f202dfd365de443ff67553,4afdb3fde203f1ec8d00ef220d2a03aaa318bd9472fd26de68b22c4a81349d33,d5e65bc33850fd048be65977f2ffffe1dff39d3f0a87bb29f6c9d82f0a2db3dd,VISUAL_OPTIONAL_OR_EXEMPT_CANDIDATE,NO_VISUAL,NONE,GRAPH_OR_FUNCTION_STRUCTURE|NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출c|22,archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js,25_금당고_1학기_기말_고1_기출c,22,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-EQUATION_BASIC,방정식의 풀이,서술형,,ABSENT,,ABSENT,0,41945,db43da08e8d26a0bc369b3b8ac6f5996dd956a4134f202dfd365de443ff67553,4161bbe2bfaad20038cb371bff49b10980046a951a6cbc05e35daf8568136dba,07535fe0f4c7c0a8c850602f0da680d7477314e46191ef3a6d10ddf7e12590a8,VISUAL_OPTIONAL_OR_EXEMPT_CANDIDATE,NO_VISUAL,NONE,GRAPH_OR_FUNCTION_STRUCTURE|NUMBER_LINE_OR_INEQUALITY_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출c|3,archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js,25_금당고_1학기_기말_고1_기출c,3,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-SYSTEM_OF_EQUATIONS,연립방정식,객관식,,ABSENT,,ABSENT,0,41945,db43da08e8d26a0bc369b3b8ac6f5996dd956a4134f202dfd365de443ff67553,0b1b887a0a66e3b5e979d93fba45377c2eed3f2803bfbcc463a5506b08567bcf,bfac84a6a425a328383a1762ac55d1bba1359dc0817f71c99dd2b45f45efc823,VISUAL_OPTIONAL_OR_EXEMPT_CANDIDATE,NO_VISUAL,NONE,NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출c|4,archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js,25_금당고_1학기_기말_고1_기출c,4,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-HIGHER_INEQUALITY,여러 가지 부등식,객관식,,ABSENT,,ABSENT,0,41945,db43da08e8d26a0bc369b3b8ac6f5996dd956a4134f202dfd365de443ff67553,4cfef33f288101b09880cb94ef7c4eba08db5ac3be30b891ad2f8108ec2ad48a,82b08f691ca5f6175391b00f6da7085eb8e96c4a420f89812bcc1a45278a222b,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출c|7,archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js,25_금당고_1학기_기말_고1_기출c,7,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-EQUATION,여러 가지 방정식,객관식,,ABSENT,,ABSENT,0,41945,db43da08e8d26a0bc369b3b8ac6f5996dd956a4134f202dfd365de443ff67553,a0542661a76db34abac9540a9f43ab470d67b343dd90b032a7e772890c647f15,90a5183ae31c54a7b3ec3d2e08caa39d4d87da44594a2fa68dcb27acf330f1b3,VISUAL_OPTIONAL_OR_EXEMPT_CANDIDATE,NO_VISUAL,NONE,NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
