questionUid,sourceJsPath,id,standardUnitKey,answer,extractedConclusion,solutionLength,staticStatus,independentSolveStatus,solutionDisposition,findings,jumpSignals
"25_금당고_1학기_기말_고2_수학I::q12","archive/exams/original/high/h2/1final/25_금당고_1학기_기말_고2_수학I.js","12","H15-M1-09","②","②","601","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_금당고_1학기_기말_고2_수학I::q13","archive/exams/original/high/h2/1final/25_금당고_1학기_기말_고2_수학I.js","13","H15-M1-05","④","④","839","REVIEW","PENDING","UNFROZEN","",""
"25_금당고_1학기_기말_고2_수학I::q14","archive/exams/original/high/h2/1final/25_금당고_1학기_기말_고2_수학I.js","14","H15-M1-10","③","③","917","REVIEW","PENDING","UNFROZEN","",""
"25_금당고_1학기_기말_고2_수학I::q15","archive/exams/original/high/h2/1final/25_금당고_1학기_기말_고2_수학I.js","15","H15-M1-10","②","②","1046","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","정리하면|대입하면"
"25_금당고_1학기_기말_고2_수학I::q16","archive/exams/original/high/h2/1final/25_금당고_1학기_기말_고2_수학I.js","16","H15-M1-05","③","③","906","REVIEW","PENDING","UNFROZEN","",""
"25_금당고_1학기_기말_고2_수학I::q17","archive/exams/original/high/h2/1final/25_금당고_1학기_기말_고2_수학I.js","17","H15-M1-11","⑤","⑤","1239","REVIEW","PENDING","UNFROZEN","",""
"25_금당고_1학기_기말_고2_수학I::q18","archive/exams/original/high/h2/1final/25_금당고_1학기_기말_고2_수학I.js","18","H15-M1-05","④","④","1667","REVIEW","PENDING","UNFROZEN","",""
"25_금당고_1학기_기말_고2_수학I::q19","archive/exams/original/high/h2/1final/25_금당고_1학기_기말_고2_수학I.js","19","H15-M1-10","24","","557","REVIEW","PENDING","UNFROZEN","",""
"25_금당고_1학기_기말_고2_수학I::q20","archive/exams/original/high/h2/1final/25_금당고_1학기_기말_고2_수학I.js","20","H15-M1-07","83","","804","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_금당고_1학기_기말_고2_수학I::q21","archive/exams/original/high/h2/1final/25_금당고_1학기_기말_고2_수학I.js","21","H15-M1-09","27","","1654","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_제일고_1학기_기말_고2_수학I::q1","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","1","H15-M1-06","①","①","338","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q2","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","2","H15-M1-06","③","③","394","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q3","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","3","H15-M1-05","②","②","655","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q4","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","4","H15-M1-08","③","③","303","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_제일고_1학기_기말_고2_수학I::q5","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","5","H15-M1-09","⑤","⑤","454","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q6","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","6","H15-M1-10","③","③","508","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q7","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","7","H15-M1-05","⑤","⑤","1025","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_제일고_1학기_기말_고2_수학I::q8","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","8","H15-M1-05","③","③","585","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q9","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","9","H15-M1-05","⑤","⑤","650","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","정리하면"
"25_제일고_1학기_기말_고2_수학I::q10","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","10","H15-M1-06","④","④","1076","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_제일고_1학기_기말_고2_수학I::q11","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","11","H15-M1-08","①","①","581","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","정리하면"
"25_제일고_1학기_기말_고2_수학I::q12","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","12","H15-M1-09","②","②","621","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q13","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","13","H15-M1-09","②","②","516","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","정리하면"
"25_제일고_1학기_기말_고2_수학I::q14","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","14","H15-M1-10","②","②","578","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q15","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","15","H15-M1-06","①","①","908","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q16","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","16","H15-M1-06","④","④","776","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q17","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","17","H15-M1-05","②","②","1849","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q18","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","18","H15-M1-09","④","④","665","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q19","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","19","H15-M1-09","①","①","1051","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_제일고_1학기_기말_고2_수학I::q20","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","20","H15-M1-10","⑤","⑤","1828","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q21","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","21","H15-M1-06","(1) $g(t)=-t^2+t$ (단, $-1 \le t \le 1$)\n(2) $\alpha$의 최솟값: $\dfrac{\pi}{8}$, $\beta$의 최댓값: $\dfrac{43\pi}{24}$\n(3) $20$","","1343","REVIEW","PENDING","UNFROZEN","",""
"25_제일고_1학기_기말_고2_수학I::q23","archive/exams/original/high/h2/1final/25_제일고_1학기_기말_고2_대수c.js","23","H15-M1-10","$a=1,\ b=2$ 또는 $a=2,\ b=1$","","592","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_효천고_1학기_기말_고2_대수::q1","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","1","H22-A-06","④","④","273","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q2","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","2","H22-A-06","②","②","287","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_효천고_1학기_기말_고2_대수::q3","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","3","H22-A-07","①","①","197","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q4","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","4","H22-A-07","②","②","304","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q5","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","5","H22-A-05","⑤","⑤","407","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q6","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","6","H22-A-07","③","③","309","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q7","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","7","H22-A-07","①","①","710","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q8","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","8","H22-A-07","②","②","434","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q9","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","9","H22-A-05","⑤","⑤","664","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_효천고_1학기_기말_고2_대수::q10","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","10","H22-A-07","②","②","640","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q11","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","11","H22-A-06","③","③","786","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q12","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","12","H22-A-01","⑤","⑤","550","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q13","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","13","H22-A-08","④","④","777","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q14","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","14","H22-A-05","④","④","1621","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q15","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","15","H22-A-07","①","①","795","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q16","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","16","H22-A-06","②","②","1515","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_효천고_1학기_기말_고2_대수::q17","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","17","H22-A-06","①","①","903","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_효천고_1학기_기말_고2_대수::q18","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","18","H22-A-05","①","①","2718","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","정리하면|대입하면"
"25_효천고_1학기_기말_고2_대수::q19","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","19","H22-A-08","④","④","895","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_효천고_1학기_기말_고2_대수::q20","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","20","H22-A-06","$a_n = 2^n$","","599","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_효천고_1학기_기말_고2_대수::q21","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","21","H22-A-05","$\dfrac{8\sqrt{7}}{7}$","","2041","REVIEW","PENDING","UNFROZEN","",""
"25_효천고_1학기_기말_고2_대수::q22","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","22","H22-A-06","$a=-\dfrac{1}{2}, b=\dfrac{1}{2}$","","1141","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"25_효천고_1학기_기말_고2_대수::q23","archive/exams/original/high/h2/1final/25_효천고_1학기_기말_고2_대수c.js","23","H22-A-05","14","","2395","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q1","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","1","H22-A-04","④","④","383","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q2","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","2","H22-A-06","②","②","191","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q3","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","3","H22-A-05","③","③","251","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q4","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","4","H22-A-05","⑤","⑤","250","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q5","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","5","H22-A-04","①","①","358","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q6","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","6","H22-A-06","③","③","272","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q7","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","7","H22-A-07","④","④","240","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q8","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","8","H22-A-05","⑤","⑤","359","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q9","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","9","H22-A-05","①","①","370","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q10","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","10","H22-A-05","④","④","550","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q11","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","11","H22-A-07","③","③","439","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q12","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","12","H22-A-07","②","②","418","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q13","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","13","H22-A-06","①","①","388","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","정리하면"
"26_금당고_1학기_기말_고2_대수::q14","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","14","H22-A-04","③","③","411","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q15","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","15","H22-A-05","①","①","357","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q16","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","16","H22-A-06","④","④","539","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q17","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","17","H22-A-07","⑤","⑤","718","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"26_금당고_1학기_기말_고2_대수::q18","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","18","H22-A-04","②","②","635","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q19","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","19","H22-A-05","⑤","⑤","698","REVIEW","PENDING","UNFROZEN","",""
"26_금당고_1학기_기말_고2_대수::q20","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","20","H22-A-07","5","","629","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","정리하면"
"26_금당고_1학기_기말_고2_대수::q21","archive/exams/original/high/h2/1final/26_금당고_1학기_기말_고2_대수.js","21","H22-A-04","$(3,1),(4,1),(2,2),(1,4)$","","932","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q1","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","1","H22-A-04","①","①","295","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q2","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","2","H22-A-06","③","③","181","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q3","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","3","H22-A-06","④","④","174","REVIEW","PENDING","UNFROZEN","SHORT_SOLUTION_REVIEW",""
"26_순천고_1학기_기말_고2_대수::q4","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","4","H22-A-05","⑤","⑤","206","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q5","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","5","H22-A-04","⑤","⑤","300","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q6","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","6","H22-A-05","②","②","326","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q7","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","7","H22-A-07","③","③","209","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q8","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","8","H22-A-07","②","②","333","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q9","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","9","H22-A-05","①","①","382","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q10","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","10","H22-A-07","②","②","262","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q11","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","11","H22-A-05","⑤","⑤","489","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q12","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","12","H22-A-04","③","③","415","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q13","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","13","H22-A-07","④","④","452","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q14","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","14","H22-A-07","⑤","⑤","329","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q15","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","15","H22-A-04","②","②","591","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q16","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","16","H22-A-07","①","①","333","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q17","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","17","H22-A-04","①","①","444","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q18","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","18","H22-A-05","①","①","630","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q19","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","19","H22-A-06","④","④","376","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q20","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","20","H22-A-08","③","③","432","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q21","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","21","H22-A-07","$5$","","390","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q22","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","22","H22-A-04","$\left[0,\dfrac\pi3\right]\cup\{\pi\}\cup\left[\dfrac{5\pi}{3},\dfrac{7\pi}{3}\right]\cup\{3\pi\}$","","599","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"26_순천고_1학기_기말_고2_대수::q23","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","23","H22-A-05","$\dfrac{\sqrt2}{3}$","","536","REVIEW","PENDING","UNFROZEN","",""
"26_순천고_1학기_기말_고2_대수::q24","archive/exams/original/high/h2/1final/26_순천고_1학기_기말_고2_대수.js","24","H22-A-08","증명","","432","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"26_제일고_1학기_기말_고2_대수::q1","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","1","H22-A-05","④","④","238","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q2","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","2","H22-A-06","③","③","172","REVIEW","PENDING","UNFROZEN","SHORT_SOLUTION_REVIEW",""
"26_제일고_1학기_기말_고2_대수::q3","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","3","H22-A-07","②","②","312","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q4","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","4","H22-A-07","⑤","⑤","376","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q5","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","5","H22-A-06","④","④","400","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q6","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","6","H22-A-07","④","④","324","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","정리하면"
"26_제일고_1학기_기말_고2_대수::q7","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","7","H22-A-05","⑤","⑤","336","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q8","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","8","H22-A-06","②","②","304","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q9","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","9","H22-A-06","①","①","239","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q10","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","10","H22-A-07","③","③","279","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q11","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","11","H22-A-07","①","①","407","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q12","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","12","H22-A-05","②","②","369","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q13","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","13","H22-A-05","⑤","⑤","513","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q14","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","14","H22-A-06","①","①","312","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q15","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","15","H22-A-07","③","③","455","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"26_제일고_1학기_기말_고2_대수::q16","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","16","H22-A-05","②","②","672","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
"26_제일고_1학기_기말_고2_대수::q17","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","17","H22-A-05","①","①","559","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q18","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","18","H22-A-08","③","③","439","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q20","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","20","H22-A-07","$186$","","457","REVIEW","PENDING","UNFROZEN","",""
"26_제일고_1학기_기말_고2_대수::q21","archive/exams/original/high/h2/1final/26_제일고_1학기_기말_고2_대수.js","21","H22-A-08","증명","","437","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q1","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","1","H22-A-07","④","④","282","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q2","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","2","H22-A-05","①","①","283","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q3","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","3","H22-A-06","②","②","259","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q4","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","4","H22-A-06","③","③","301","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q5","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","5","H22-A-08","⑤","⑤","381","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q6","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","6","H22-A-07","④","④","301","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q7","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","7","H22-A-06","⑤","⑤","291","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q8","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","8","H22-A-07","①","①","437","REVIEW","PENDING","UNFROZEN","",""
"26_팔마고_1학기_기말_고2_대수::q9","archive/exams/original/high/h2/1final/26_팔마고_1학기_기말_고2_대수.js","9","H22-A-06","③","③","383","REVIEW","PENDING","UNFROZEN","LOGIC_JUMP_PHRASE_REVIEW","대입하면"
