curriculum,level,scope,L1,L2,L3,L4,L1_status,L2_status,L3_status,L4_status,curriculumApplicability,defaultSelectable,source
2015,middle,M3-1,다항식의 곱셈과 인수분해,인수분해,인수분해의 활용,조건식,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 풀이,이차방정식과 해,이차방정식 판별,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 풀이,이차방정식과 해,해의 확인,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 풀이,이차방정식과 해,해가 주어진 이차방정식의 계수 결정,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 풀이,인수분해를 이용한 풀이,기본 인수분해,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 풀이,제곱근·완전제곱식을 이용한 풀이,제곱근 이용,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 풀이,제곱근·완전제곱식을 이용한 풀이,완전제곱식,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 풀이,근의 공식,근의 공식,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 풀이,근의 공식,근의 개수·판별,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 활용,수와 식,연속된 수,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 활용,수와 식,자리수·식의 값,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 활용,도형,길이·넓이,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 활용,도형,피타고라스와 결합,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 활용,거리·속력·기타,운동 문제,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차방정식,이차방정식의 활용,거리·속력·기타,증감·개수,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차함수,이차함수와 그 그래프,이차함수의 뜻,이차함수 판별,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차함수,이차함수와 그 그래프,이차함수의 뜻,함숫값,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차함수,이차함수와 그 그래프,y=ax²의 그래프,그래프의 모양,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차함수,이차함수와 그 그래프,y=ax²의 그래프,대칭축·증감,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차함수,이차함수와 그 그래프,그래프와 식,점의 좌표,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차함수,이차함수와 그 그래프,그래프와 식,계수 결정,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차함수,이차함수 y=ax²+bx+c의 그래프,꼭짓점형,평행이동,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차함수,이차함수 y=ax²+bx+c의 그래프,꼭짓점형,꼭짓점·축,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차함수,이차함수 y=ax²+bx+c의 그래프,일반형,완전제곱식 변형,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차함수,이차함수 y=ax²+bx+c의 그래프,일반형,최대·최소,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차함수,이차함수 y=ax²+bx+c의 그래프,그래프와 계수,그래프 위치,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-1,이차함수,이차함수 y=ax²+bx+c의 그래프,그래프와 계수,조건으로 식 구하기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,삼각비,삼각비,삼각비의 뜻,sin·cos·tan,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,삼각비,삼각비,삼각비의 뜻,삼각비의 관계,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,삼각비,삼각비,특수각의 삼각비,30°·45°·60°,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,삼각비,삼각비,특수각의 삼각비,특수각 계산,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,삼각비,삼각비,삼각비와 길이,직각삼각형의 변,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,삼각비,삼각비,삼각비와 길이,각을 이용한 길이,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,삼각비,삼각비의 활용,평면도형,삼각형의 높이·넓이,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,삼각비,삼각비의 활용,평면도형,다각형의 길이·넓이,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,삼각비,삼각비의 활용,측정 문제,높이·거리,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,삼각비,삼각비의 활용,측정 문제,앙각·부각,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,삼각비,삼각비의 활용,복합도형,보조선 활용,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,삼각비,삼각비의 활용,복합도형,피타고라스 결합,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원과 직선,원의 중심과 현,중심에서 현에 내린 수선,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원과 직선,원의 중심과 현,현의 수직이등분선과 중심,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원과 직선,원의 중심과 현,중심거리와 현의 길이,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원과 직선,원의 접선,접점의 반지름과 접선,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원과 직선,원의 접선,한 점에서 그은 두 접선,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원과 직선,원의 접선,접선 조건으로 길이 구하기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원과 직선,원의 접선,접선 조건으로 각 구하기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원주각,원주각과 중심각,같은 호에 대한 원주각,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원주각,원주각과 중심각,중심각과 원주각,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원주각,원주각과 중심각,반원에 대한 원주각,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원주각,원주각의 활용,내접사각형의 각,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원주각,원주각의 활용,네 점이 한 원 위에 있을 조건,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원주각,원주각의 활용,접선과 현이 이루는 각,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,원의 성질,원주각,원주각의 활용,복합 각 추론,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,통계,대푯값과 산포도,대푯값,평균·중앙값·최빈값,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,통계,대푯값과 산포도,대푯값,대푯값 비교,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,통계,대푯값과 산포도,산포도,편차,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,통계,대푯값과 산포도,산포도,분산,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,통계,대푯값과 산포도,산포도,표준편차,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,통계,대푯값과 산포도,자료 비교,평균과 산포도 비교,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,통계,대푯값과 산포도,자료 비교,조건으로 자료 추론,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,통계,상관관계,산점도,산점도 읽기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,통계,상관관계,산점도,자료를 산점도로,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,통계,상관관계,상관관계,양의 상관관계,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,통계,상관관계,상관관계,음의 상관관계,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2015,middle,M3-2,통계,상관관계,상관관계,상관관계가 약한 경우,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M3_2015
2022,middle,M1-1,소인수분해,소인수분해,소수와 합성수,소수·합성수 판별,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,소인수분해,소인수분해,소수와 합성수,소수의 성질 활용,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,소인수분해,소인수분해,소인수분해,자연수의 소인수분해,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,소인수분해,소인수분해,소인수분해,소인수분해를 이용한 약수의 구조,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,소인수분해,소인수분해,약수의 개수,소인수분해를 이용한 약수의 개수,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,소인수분해,소인수분해,약수의 개수,조건을 만족하는 자연수 찾기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,소인수분해,최대공약수와 최소공배수,공약수와 최대공약수,소인수분해로 최대공약수 구하기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,소인수분해,최대공약수와 최소공배수,공약수와 최대공약수,공약수 조건으로 수 찾기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,소인수분해,최대공약수와 최소공배수,공배수와 최소공배수,소인수분해로 최소공배수 구하기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,소인수분해,최대공약수와 최소공배수,공배수와 최소공배수,공배수 조건으로 수 찾기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,소인수분해,최대공약수와 최소공배수,최대공약수·최소공배수의 활용,나누어떨어짐 조건,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,RPM_EXTENDED_CANDIDATE,False,RPM_M1_2022
2022,middle,M1-1,소인수분해,최대공약수와 최소공배수,최대공약수·최소공배수의 활용,주기·배열·묶음 문제,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,RPM_EXTENDED_CANDIDATE,False,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수,수 체계,양수·음수 분류,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수,수 체계,정수와 유리수의 포함 관계,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수,수직선과 대소 관계,수직선 위의 수,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수,수직선과 대소 관계,유리수의 대소 비교,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수,절댓값,절댓값의 뜻,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수,절댓값,절댓값 조건으로 수 찾기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수의 계산,덧셈과 뺄셈,부호가 있는 수의 덧셈,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수의 계산,덧셈과 뺄셈,부호가 있는 수의 뺄셈,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수의 계산,덧셈과 뺄셈,덧셈·뺄셈 혼합,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수의 계산,곱셈과 나눗셈,부호가 있는 수의 곱셈,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수의 계산,곱셈과 나눗셈,부호가 있는 수의 나눗셈,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수의 계산,곱셈과 나눗셈,곱셈·나눗셈 혼합,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수의 계산,혼합 계산,괄호가 있는 혼합 계산,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,정수와 유리수,정수와 유리수의 계산,혼합 계산,거듭제곱이 포함된 혼합 계산,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,문자의 사용과 식의 계산,문자의 사용,문자로 수량 나타내기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,문자의 사용과 식의 계산,문자의 사용,곱셈·나눗셈 기호 생략,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,문자의 사용과 식의 계산,식의 값,대입하여 식의 값 구하기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,문자의 사용과 식의 계산,식의 값,조건식으로 식의 값 구하기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,문자의 사용과 식의 계산,일차식,일차식과 계수·상수항,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,문자의 사용과 식의 계산,일차식,동류항 정리,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,문자의 사용과 식의 계산,일차식의 계산,일차식의 덧셈·뺄셈,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,문자의 사용과 식의 계산,일차식의 계산,괄호가 있는 일차식 계산,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 풀이,등식과 방정식,등식의 성질,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 풀이,등식과 방정식,방정식의 해,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 풀이,일차방정식의 풀이,이항을 이용한 풀이,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 풀이,일차방정식의 풀이,괄호·분수·소수가 있는 방정식,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 풀이,해와 조건,해가 주어진 방정식,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 풀이,해와 조건,계수 조건 결정,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 활용,수와 관계,수에 관한 문제,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 활용,수와 관계,나이·개수 관계,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 활용,속력·시간·거리,거리 관계식,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 활용,속력·시간·거리,마주가기·따라가기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 활용,농도와 비율,백분율·비율,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 활용,농도와 비율,농도 문제,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 활용,도형 활용,도형의 길이·넓이,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 활용,생활 속 관계식,요금·가격,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,문자와 식,일차방정식의 활용,생활 속 관계식,과부족,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,좌표평면과 그래프,좌표와 그래프,좌표평면,점의 좌표 읽기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,좌표평면과 그래프,좌표와 그래프,좌표평면,대칭인 점의 좌표,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
2022,middle,M1-1,좌표평면과 그래프,좌표와 그래프,그래프,상황을 그래프로 나타내기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2022
